word,pos,assigned_cefr,level_source,assigned_level_frequency,total_frequency,crf_A1,crf_A2,crf_B1,crf_B2,crf_C1,crf_C2,crf_total,beacco_A1,beacco_A2,beacco_B1,beacco_B2,beacco_C1,beacco_C2,beacco_total,beacco_level,match_method,crf_word,crf_pos,beacco_word,beacco_pos,normalized_word,normalized_pos,crf_source_row,beacco_source_row
le,DET,A1,beacco,81163.2834,86692.9124,81163.2834,76658.2211,88977.5742,87291.8019,96133.9927,106574.3123,86692.9124,80228.3938,77350.2171,87443.9928,84623.8218,95933.6866,100842.5948,85513.6877,A1,word_pos,le,DET,le,DET:ART,le,DET,9349,7382.0
de,PREP,A1,beacco,38534.7501,50218.0475,38534.7501,42088.292,53580.6823,49479.5213,64391.7203,65363.7348,50218.0475,42591.8619,47890.8763,58293.0376,53195.8371,70596.3245,73798.6164,55282.5557,A1,word_pos,de,PREP,de,PRP,de,PREP,4448,3574.0
être,VERB,A1,beacco,35464.2977,27951.8637,35464.2977,28626.087,26412.069,28244.9102,24343.8705,22772.1877,27951.8637,35629.8553,29199.1937,26721.1592,29421.3899,24493.3878,22141.6879,28371.4745,A1,word_pos,être,V,être,VER,être,VERB,17863,14233.0
un,DET,A1,beacco,27985.4945,31086.3753,27985.4945,29999.1935,32307.4706,30587.2072,33536.5436,31902.1464,31086.3753,22391.3248,24109.4538,24932.1466,25003.3926,25366.4879,25241.8952,24493.632,A1,word_pos,un,DET,un,DET:ART,un,DET,16529,13284.0
et,CONJ,A1,beacco,27247.1094,23739.1274,27247.1094,24336.472,24019.7151,21634.7997,21807.3529,21244.8456,23739.1274,27827.1696,24481.2224,23454.426,21671.7795,21472.7106,20183.6449,23548.4898,A1,word_pos,et,CONJC,et,KON,et,CONJ,6358,4867.0
je,PRON,A1,beacco,23675.228,13390.9238,23675.228,20238.946,9453.6985,13334.2858,5117.8511,1135.1276,13390.9238,23225.5264,19497.3212,10253.1024,12825.844,4610.755,1686.1773,13365.1923,A1,word_pos,je,PRO,je,PRO,je,PRON,9029,7158.0
à,PREP,A1,beacco,20527.2589,17414.9317,20527.2589,16057.194,17440.269,15773.0575,17992.5266,18537.7022,17414.9317,21740.9426,19348.0972,20806.0504,19105.3701,21824.3633,22744.627,20537.2656,A1,word_pos,à,PREP,à,PRP,à,PREP,17135,13778.0
avoir,VERB,A1,beacco,16666.1076,17474.5957,16666.1076,20548.8279,16195.2882,22312.7973,12750.44,11833.8525,17474.5957,19957.1038,22430.6335,17540.228,23735.3337,13456.7238,12301.7347,19212.1423,A1,word_pos,avoir,V,avoir,VER,avoir,VERB,1527,1158.0
il,PRON,A1,beacco,15134.1188,13743.452,15134.1188,16008.506,14105.7864,14713.8649,8516.619,5682.8592,13743.452,19919.2611,19766.4628,18087.0955,18490.3086,10920.6453,7876.1789,17460.1527,A1,word_pos,il,PRO,il,PRO,il,PRON,8166,6386.0
ce,PRON,A1,beacco,12610.9668,8416.7689,12610.9668,9516.8943,7332.0281,8622.5443,5826.0421,5309.8923,8416.7689,19953.1662,17155.632,14668.7408,16498.4084,14555.24,12530.4126,16094.9508,A1,word_pos,ce,PRO,ce,PRO,ce,PRON,2670,2105.0
ne,ADV,A1,beacco,11695.037,11377.0382,11695.037,12845.4412,10693.0044,13983.4617,8658.2006,7582.409,11377.0382,11823.6307,12833.2159,11308.906,14523.8359,9179.8103,8603.4667,11823.5304,A1,word_pos,ne,ADV,ne,ADV,ne,ADV,10848,8617.0
pas,ADV,A1,beacco,10439.5386,8142.4472,10439.5386,10028.6435,6933.5253,8970.7559,5618.6174,4855.8717,8142.4472,10888.8957,10061.6518,7633.7071,9931.2975,6026.8877,5996.0535,8693.5947,A1,word_pos,pas,ADV,pas,ADV,pas,ADV,11742,9298.0
elle,PRON,A1,beacco,9278.7779,5510.4717,9278.7779,8519.8607,4265.0829,3295.764,2538.1854,2331.4302,5510.4717,9535.3742,8503.3381,5124.8476,4171.456,3637.6082,3573.4886,6038.1588,A1,word_pos,elle,PRO,elle,PRO,elle,PRON,5699,4518.0
aller,VERB,A1,beacco,8975.2457,3730.6936,8975.2457,5234.912,2661.7624,2448.8819,1271.5737,723.1852,3730.6936,9461.9604,5240.4529,2964.4907,2947.8747,1171.1651,531.9902,3931.7558,A1,word_pos,aller,V,aller,VER,aller,VERB,471,407.0
dans,PREP,A1,beacco,8847.1049,8871.9364,8847.1049,9431.304,8751.9846,8731.0934,8295.6766,9008.3113,8871.9364,8376.3393,9364.3228,8975.788,9014.0402,8257.0711,8897.4404,8885.4383,A1,word_pos,dans,PREP,dans,PRP,dans,PREP,4399,3562.0
vous,PRON,A1,beacco,8826.1416,5478.2672,8826.1416,6703.6043,4854.8752,6637.6064,1427.7119,603.0144,5478.2672,8406.0171,7161.0139,5726.4411,8107.0462,1606.2757,704.7598,6102.9952,A1,word_pos,vous,PRO,vous,PRO,vous,PRON,17021,13687.0
on,PRON,A1,beacco,8332.7102,5604.3735,8332.7102,5422.6942,5648.2427,5045.697,4350.5529,3886.003,5604.3735,7988.1293,5253.5492,5366.7417,5417.2291,4264.8127,4659.3301,5504.6716,A1,word_pos,on,PRO,on,PRO,on,PRON,11253,8932.0
son,DET,A1,beacco,7519.6298,8879.2423,7519.6298,10082.8769,9632.0146,9161.2925,7153.2671,5690.2964,8879.2423,7313.0447,9771.1948,9678.4194,9770.5743,6767.403,5250.6409,8821.5882,A1,word_pos,son,DET,son,DET:POS,son,DET,14930,12082.0
en,PREP,A1,beacco,7477.2049,7953.8546,7477.2049,6693.3756,8270.6279,6850.5438,10370.2694,10026.1423,7953.8546,8983.5629,9094.1028,10748.8761,9261.4003,13870.97,13447.1487,10412.0752,A1,word_pos,en,PREP,en,PRP,en,PREP,5785,4596.0
pour,PREP,A1,beacco,7403.3796,7244.6523,7403.3796,7133.5434,7482.1325,5998.4405,7991.0082,7484.1812,7244.6523,7213.251,6603.773,7081.5537,5578.7634,7753.0825,7580.4864,6865.4255,A1,word_pos,pour,PREP,pour,PRP,pour,PREP,12505,9951.0
mais,CONJ,A1,beacco,7345.3898,5431.7456,7345.3898,6298.6089,4818.5109,5357.2352,3912.9415,4097.5528,5431.7456,7146.8252,5943.7597,4771.4877,5518.0185,3743.4964,4083.2133,5296.999,A1,word_pos,mais,CONJC,mais,KON,mais,CONJ,9763,7716.0
faire,VERB,A1,beacco,6932.6324,5186.3082,6932.6324,5736.0675,4949.6906,5038.1239,4049.155,2584.3546,5186.3082,7099.9879,6229.4507,5379.1805,5455.1522,4481.8829,3624.0186,5619.6584,A1,word_pos,faire,V,faire,VER,faire,VERB,6614,5082.0
se,PRON,A1,beacco,6348.2425,9748.3062,6348.2425,9986.0373,11075.6142,10145.5093,9814.7019,9411.5046,9748.3062,6939.5571,10048.7196,11307.4699,10663.0936,10050.1568,9462.3511,10043.1715,A1,word_pos,se,PRO,se,PRO,se,PRON,14591,11810.0
du,PREPDET,A1,beacco,6199.2184,7431.8015,6199.2184,5994.8125,7753.6253,7824.1056,9068.8085,9830.5203,7431.8015,18367.3026,16949.2613,22202.3179,19898.3792,28614.3214,31830.7527,21419.4398,A1,word_pos,du,PREPDET,du,PRP:det,du,PREPDET,5056,3974.0
au,PREPDET,A1,beacco,5769.063,4629.2333,5769.063,4345.2638,4723.2024,3782.291,4480.878,4984.71,4629.2333,7512.7632,6785.1305,8084.1709,7323.8748,9147.6526,9875.6498,7817.3809,A1,word_pos,au,PREPDET,au,PRP:det,au,PREPDET,1202,1004.0
avec,PREP,A1,beacco,5591.4118,4137.3987,5591.4118,4941.4752,3613.7607,3445.3567,3326.5316,3543.54,4137.3987,5814.6254,4932.7341,3547.4277,3141.8847,3110.3508,3508.5985,4037.9232,A1,word_pos,avec,PREP,avec,PRP,avec,PREP,1494,1124.0
que,CONJ,A1,beacco,5478.6124,8805.0024,5478.6124,9202.6983,8971.5193,11694.3135,8798.6242,7527.0172,8805.0024,3664.6754,9392.1805,10450.0754,12657.9092,10653.5682,10044.8294,9520.5398,A1,word_pos,que,CONJS,que,KON,que,CONJ,13194,10555.0
ce,DET,A1,crf_first_attested,5198.0549,6804.8869,5198.0549,6619.0136,6401.8069,7461.3783,8826.6131,7285.5442,6804.8869,,,,,,,,,crf_only,ce,DET,,,ce,DET,2669,
mon,DET,A1,beacco,5187.0105,3246.8023,5187.0105,4944.0366,2616.4694,2217.7275,1906.0711,611.1898,3246.8023,4972.8655,4788.0413,2798.2328,2104.348,1553.0594,599.1678,3184.2113,A1,word_pos,mon,DET,mon,DET:POS,mon,DET,10365,8222.0
très,ADV,A1,beacco,4437.9091,2451.0628,4437.9091,3109.6203,2086.4845,1861.447,1096.1182,1590.8462,2451.0628,4298.4125,3124.1583,2104.4484,2079.8796,1099.4024,1402.5457,2458.4071,A1,word_pos,très,ADV,très,ADV,très,ADV,16256,13182.0
suivre,VERB,A1,beacco,3677.3654,2030.4942,3677.3654,2979.0862,1533.2841,1641.5325,825.6432,667.6704,2030.4942,160.4815,386.1652,489.336,563.1969,315.8778,517.4989,416.4677,A1,word_pos,suivre,V,suivre,VER,suivre,VERB,15306,12408.0
des,PREPDET,A1,crf_first_attested,3676.5061,6348.3336,3676.5061,3980.7324,7334.3606,5610.2618,9624.5189,12071.6206,6348.3336,,,,,,,,,crf_only,des,PREPDET,,,des,PREPDET,4604,
ils,PRON,A1,crf_first_attested,3631.1891,2744.2119,3631.1891,2668.707,2957.7767,2111.097,2229.0144,1642.666,2744.2119,,,,,,,,,crf_only,ils,PRO,,,ils,PRON,8192,
sur,PREP,A1,beacco,3590.6218,4667.3691,3590.6218,4354.4145,4840.1557,5165.8411,5509.0695,3998.219,4667.3691,3674.4485,4138.2051,4796.7071,5019.632,5493.3888,4252.7387,4606.4875,A1,word_pos,sur,PREP,sur,PRP,sur,PREP,15364,12452.0
pouvoir,VERB,A1,beacco,3530.6364,3224.959,3530.6364,3524.9723,2863.2867,3132.0763,3221.2455,3358.5693,3224.959,3577.5784,3620.408,3063.715,3484.3876,3618.2886,3626.3024,3423.8487,A1,word_pos,pouvoir,V,pouvoir,VER,pouvoir,VERB,12550,9977.0
dire,VERB,A1,beacco,3519.3647,3647.621,3519.3647,5874.5696,3204.2479,3783.2259,1444.6771,1133.1384,3647.621,3432.3306,5432.8433,3148.0322,4516.4036,1560.1505,1283.7428,3665.3357,A1,word_pos,dire,V,dire,VER,dire,VERB,4768,3750.0
nous,PRON,A1,beacco,3448.6428,3202.2062,3448.6428,3847.457,2548.1784,3778.118,2901.0148,2044.07,3202.2062,3674.1059,4005.0781,2679.1974,3891.8507,2847.1727,2177.9585,3324.3542,A1,word_pos,nous,PRO,nous,PRO,nous,PRON,11007,8740.0
petit,ADJ,A1,beacco,3204.2936,1686.9732,3204.2936,2097.5127,1369.7744,1261.4535,900.0081,662.6576,1686.9732,2445.9009,1961.8151,1361.1183,1198.8247,828.796,528.3413,1516.6354,A1,word_pos,petit,A,petit,ADJ,petit,ADJ,11979,9496.0
me,PRON,A1,beacco,3150.5566,3359.6034,3150.5566,5077.606,3290.6307,3181.0105,1665.8489,241.092,3359.6034,3268.7376,5297.7942,3680.0233,3142.0925,1363.3882,393.8887,3563.0275,A1,word_pos,me,PRO,me,PRO,me,PRON,10065,7982.0
le,PRON,A1,beacco,3103.536,4775.7504,3103.536,5631.2998,5307.0154,5985.7655,3443.1272,2108.2127,4775.7504,901.9028,1915.4363,2004.3656,2632.4527,1058.1236,1051.625,1759.3899,A1,word_pos,le,PRO,le,PRO,le,PRON,9348,7381.0
plus,ADV,A1,beacco,2986.1537,4180.0753,2986.1537,4105.3069,4440.399,4307.5768,4686.8014,4274.5451,4180.0753,3864.2175,5423.1714,5907.6183,5579.746,6496.6932,6531.8987,5590.7173,A1,word_pos,plus,ADV,plus,ADV,plus,ADV,12245,9738.0
vouloir,VERB,A1,beacco,2847.0914,1894.6275,2847.0914,2770.131,1444.3497,1940.1018,938.9711,319.2603,1894.6275,2922.4572,2862.8182,1513.6355,1964.2703,860.3682,389.1791,1940.959,A1,word_pos,vouloir,V,vouloir,VER,vouloir,VERB,17016,13686.0
ça,PRON,A1,crf_first_attested,2824.5572,1403.2854,2824.5572,1650.957,1305.946,1029.0389,584.0726,25.9752,1403.2854,,,,,,,,,crf_only,ça,PRO,,,ça,PRON,17358,
bien,ADV,A1,beacco,2815.7658,1872.4811,2815.7658,2075.806,1616.1953,1902.9483,1190.4663,1279.0626,1872.4811,4037.2808,2946.4978,2331.6358,2965.5019,1504.4995,1963.9868,2682.029,A1,word_pos,bien,ADV,bien,ADV,bien,ADV,1821,1392.0
moi,PRON,A1,beacco,2783.1971,1297.7445,2783.1971,1950.6503,889.7002,1108.7248,283.6805,189.3849,1297.7445,3826.2491,2735.393,1463.9428,1470.8351,339.8054,208.1843,1867.688,A1,word_pos,moi,PRO,moi,PRO,moi,PRON,10344,8204.0
oui,INT,A1,beacco,2732.7094,1006.7162,,,,,,,,2732.7094,1354.9492,541.8872,957.0692,131.9064,19.328,1006.7162,A1,beacco_only,,,oui,INT,oui,INT,,9057.0
ou,CONJ,A1,beacco,2713.0513,3116.1339,2713.0513,1752.4694,3099.3972,3127.1768,4928.3204,5109.4217,3116.1339,2924.4144,1938.3854,2835.7886,2975.8898,5245.279,5568.9333,3119.6975,A1,word_pos,ou,CONJC,ou,KON,ou,CONJ,11382,9046.0
qui,PRON,A1,beacco,2357.3209,7518.9712,2357.3209,7073.1167,8215.6795,9613.3154,9505.4643,10665.1463,7518.9712,2298.9197,6984.8509,8171.5793,9254.6504,9313.563,9641.3718,7367.8955,A1,word_pos,qui,PRO,qui,PRO,qui,PRON,13218,10568.0
voir,VERB,A1,beacco,2290.6307,2331.5733,2290.6307,3182.3479,2112.7687,2809.0948,1236.3154,621.8942,2331.5733,2151.2613,3093.5873,2184.1741,2894.1262,1094.9447,568.3787,2293.6748,A1,word_pos,voir,V,voir,VER,voir,VERB,16964,13642.0
aussi,ADV,A1,beacco,2288.6637,1767.834,2288.6637,1599.6182,1566.1929,1855.9395,1683.9981,1974.9497,1767.834,2608.4708,1750.3576,1569.8319,1963.775,1661.2431,1949.3656,1838.2,A1,word_pos,aussi,ADV,aussi,ADV,aussi,ADV,1374,1046.0
que,PRON,A1,beacco,2277.7565,3176.8648,2277.7565,3853.2356,3091.2242,3724.0176,2751.9366,2663.4353,3176.8648,5588.0953,5994.8797,4598.2072,5971.9833,3804.5756,3826.7707,5115.266,A1,word_pos,que,PRO,que,PRO,que,PRON,13195,10554.0
beaucoup,ADV,A1,beacco,2178.6665,999.0431,2178.6665,1094.8,699.1726,807.3827,613.4489,690.0126,999.0431,2224.9992,1136.7007,750.9194,778.1432,605.8252,779.395,1018.7608,A1,word_pos,beaucoup,ADV,beaucoup,ADV,beaucoup,ADV,1762,1340.0
grand,ADJ,A1,beacco,2147.8776,1765.2274,2147.8776,1930.7179,1785.1828,1386.6741,1530.9708,1149.3499,1765.2274,2102.3269,1941.2323,1731.1414,1492.8709,1511.9526,1327.5406,1751.4399,A1,word_pos,grand,A,grand,ADJ,grand,ADJ,7523,5860.0
lui,PRON,A1,beacco,2134.8163,2733.7222,2134.8163,3942.1446,3031.3373,2752.9472,1345.6668,320.0032,2733.7222,2388.0253,4482.8238,3849.1985,3386.9093,1735.6051,804.8781,3343.4872,A1,word_pos,lui,PRO,lui,PRO,lui,PRON,9612,7581.0
si,CONJ,A1,beacco,2023.2987,1996.839,2023.2987,2044.6276,2021.9799,1997.4705,1955.2719,1341.7956,1996.839,961.2211,1725.7875,1783.3164,1859.2106,1710.9891,1094.3918,1635.7985,A1,word_pos,si,CONJS,si,KON,si,CONJ,14733,11924.0
heures,NOUN,A1,crf_first_attested,1979.4762,769.5647,1979.4762,637.7102,559.9337,849.6046,317.1378,130.2559,769.5647,,,,,,,,,crf_only,heures,N,,,heures,NOUN,7855,
votre,DET,A1,beacco,1922.9316,1215.4564,1922.9316,1239.1113,1382.0578,950.0516,391.3902,374.9114,1215.4564,1751.2898,1327.3949,1394.0452,1140.1798,383.1205,377.0469,1240.831,A1,word_pos,votre,DET,votre,DET:POS,votre,DET,17013,13683.0
an,NOUN,A1,beacco,1898.3106,1813.6928,1898.3106,2033.7251,1726.6783,1368.0688,1741.9444,2147.3244,1813.6928,2051.0804,2002.8723,1803.4705,1136.3407,1743.1851,2470.8717,1795.6585,A1,word_pos,an,N,an,NOM,an,NOUN,624,525.0
aimer,VERB,A1,beacco,1898.0229,938.5313,1898.0229,1496.6484,651.1718,655.0231,291.2227,94.5361,938.5313,2666.0987,1534.6889,769.5971,729.7956,232.2665,171.4545,1083.5683,A1,word_pos,aimer,V,aimer,VER,aimer,VERB,401,352.0
y,PRON,A1,beacco,1888.3807,1836.8244,1888.3807,2135.116,1659.34,2181.8423,1513.3175,949.6646,1836.8244,4089.4114,3624.7235,2465.4038,2997.6822,2378.4988,1333.584,2952.7144,A1,word_pos,y,PRO,y,PRO,y,PRON,17106,13753.0
bon,ADJ,A1,beacco,1876.5559,1050.4787,1876.5559,1035.0819,832.4327,752.4715,970.4314,1124.1013,1050.4787,2357.6816,1143.3727,877.3758,928.6682,808.918,1081.1091,1140.0305,A1,word_pos,bon,A,bon,ADJ,bon,ADJ,1994,1516.0
comme,PREP,A1,crf_first_attested,1850.8689,2165.0084,1850.8689,2015.0763,2173.0376,1984.4297,2664.6899,2567.9864,2165.0084,,,,,,,,,crf_only,comme,PREP,,,comme,PREP,3346,
alors,ADV,A1,beacco,1842.268,1167.1922,1842.268,1521.2743,1070.8009,1001.1711,656.7217,135.8422,1167.1922,1834.2363,1491.9039,1333.2702,1262.1756,938.0498,641.841,1338.6576,A1,word_pos,alors,ADV,alors,ADV,alors,ADV,505,435.0
prendre,VERB,A1,beacco,1819.6722,1447.5036,1819.6722,1540.1536,1350.0903,1552.5746,1117.2796,912.8062,1447.5036,1735.5681,1688.9045,1315.0231,1511.5467,1091.7209,923.7867,1440.6035,A1,word_pos,prendre,V,prendre,VER,prendre,VERB,12575,9998.0
non,ADV,A1,beacco,1798.3736,1039.4144,1798.3736,1065.2978,713.7976,1157.5371,816.4218,1005.5277,1039.4144,2132.9709,1120.1669,717.2167,1447.1387,925.9209,1205.2065,1155.9659,A1,word_pos,non,ADV,non,ADV,non,ADV,10945,8685.0
quand,CONJ,A1,beacco,1782.1217,1325.7617,1782.1217,1751.8504,1197.677,1207.8293,946.6281,228.267,1325.7617,1551.7344,1748.4743,1204.3997,1173.3524,878.5738,138.6137,1284.7831,A1,word_pos,quand,CONJS,quand,KON,quand,CONJ,13154,10537.0
chez,PREP,A1,beacco,1763.0564,1086.7981,1763.0564,1209.6576,917.1736,996.7064,738.8471,832.1123,1086.7981,1642.5628,1075.1075,961.0084,1086.36,712.883,746.0726,1058.6848,A1,word_pos,chez,PREP,chez,PRP,chez,PREP,2908,2300.0
par,PREP,A1,beacco,1689.2811,3658.9211,1689.2811,2868.4992,4143.3359,3804.7928,5073.9052,5877.9763,3658.9211,2121.0733,3251.2674,4777.248,4190.4013,6122.7814,7165.5144,4243.7931,A1,word_pos,par,PREP,par,PRP,par,PREP,11537,9165.0
monsieur,NOUN,A1,beacco,1624.0196,707.0629,1624.0196,833.6285,677.0216,380.7715,73.6761,0.0,707.0629,1667.2965,926.4452,633.1067,450.0701,59.5829,12.833,732.3359,A1,word_pos,monsieur,N,monsieur,NOM,monsieur,NOUN,10398,8253.0
tous,ADJ,A1,crf_first_attested,1565.2929,1207.3455,1565.2929,1101.7977,1294.2334,1139.9325,1038.1062,717.1318,1207.3455,,,,,,,,,crf_only,tous,A,,,tous,ADJ,15985,
trouver,VERB,A1,beacco,1535.8954,1221.9412,1535.8954,1437.4806,1137.2159,1297.1081,745.6434,652.5094,1221.9412,1566.0083,1450.5226,1191.3277,1312.369,729.377,681.2259,1239.4098,A1,word_pos,trouver,V,trouver,VER,trouver,VERB,16245,13174.0
savoir,VERB,A1,beacco,1528.5011,1547.4605,1528.5011,2055.499,1417.7801,1767.6815,936.8369,696.6319,1547.4605,1730.6358,2074.5874,1590.6128,2067.2893,940.7751,981.3302,1693.8059,A1,word_pos,savoir,V,savoir,VER,savoir,VERB,14523,11754.0
deux,DET,A1,crf_first_attested,1489.8617,1177.8979,1489.8617,1352.9191,1088.7521,1129.7728,795.5449,1070.4565,1177.8979,,,,,,,,,crf_only,deux,DET,,,deux,DET,4646,
il y a,PREP,A1,crf_first_attested,1466.544,671.0897,1466.544,987.2573,382.4187,461.0374,411.2276,220.1214,671.0897,,,,,,,,,crf_only,il y a,PREP,,,il y a,PREP,8170,
venir,VERB,A1,beacco,1460.2018,1232.7733,1460.2018,1569.1874,1244.7599,1020.7566,741.5385,309.4768,1232.7733,1943.6102,1793.96,1506.7182,1657.5834,806.0185,334.8177,1546.968,A1,word_pos,venir,V,venir,VER,venir,VERB,16706,13436.0
demander,VERB,A1,beacco,1457.6963,1164.0162,1457.6963,1572.7265,1058.6109,1308.4017,378.4385,179.8917,1164.0162,1068.1616,1349.2137,1005.7241,1283.0658,346.556,225.8302,1037.2077,A1,word_pos,demander,V,demander,VER,demander,VERB,4550,3588.0
ton,DET,A1,beacco,1430.4311,623.6271,1430.4311,1115.2979,426.6862,158.2554,56.9249,0.0,623.6271,1434.2996,1155.2227,376.1691,130.8413,74.0915,0.0,597.7685,A1,word_pos,ton,DET,ton,DET:POS,ton,DET,15908,12898.0
maison,NOUN,A1,beacco,1413.282,839.6158,1413.282,1206.4401,665.4053,606.3507,511.711,4.1173,839.6158,1324.7099,1131.2312,763.6296,781.4766,400.9426,4.0185,855.3365,A1,word_pos,maison,N,maison,NOM,maison,NOUN,9765,7717.0
arriver,VERB,A1,beacco,1403.3448,1028.089,1403.3448,1603.8759,999.5553,665.2846,388.8052,183.3686,1028.089,1300.4645,1443.8576,1041.0016,762.4207,338.5842,250.9018,998.6138,A1,word_pos,arriver,V,arriver,VER,arriver,VERB,970,803.0
là,ADV,A1,beacco,1389.0707,947.7695,1389.0707,1070.9774,766.5011,1131.2329,630.493,130.8307,947.7695,1609.0493,1503.0545,1116.1104,1739.4615,781.9409,430.3813,1314.5095,A1,word_pos,là,ADV,là,ADV,là,ADV,9646,7614.0
toujours,ADV,A1,beacco,1364.9859,1083.982,1364.9859,1083.8033,866.6123,1584.8666,909.0633,412.9964,1083.982,1219.454,1135.2346,852.0584,1565.8217,834.0703,357.1858,1070.3746,A1,word_pos,toujours,ADV,toujours,ADV,toujours,ADV,15961,12945.0
travailler,VERB,A1,beacco,1364.473,559.7586,1364.473,547.9484,396.9906,371.3558,316.6603,444.7767,559.7586,1364.7647,587.3492,445.1664,425.5712,308.6262,465.1839,587.8745,A1,word_pos,travailler,V,travailler,VER,travailler,VERB,16124,13069.0
leur,DET,A1,beacco,1328.1401,2298.7616,1328.1401,1703.2144,2427.8052,2032.8836,3843.3915,3435.3093,2298.7616,1472.0677,1641.9709,2282.8748,2069.8302,3504.6015,3669.7893,2240.373,A1,word_pos,leur,DET,leur,DET:POS,leur,DET,9387,7399.0
aux,PREPDET,A1,crf_first_attested,1296.3241,1946.7121,1296.3241,1464.0888,2051.5209,1867.826,2918.6233,2855.7047,1946.7121,,,,,,,,,crf_only,aux,PREPDET,,,aux,PREPDET,1458,
soir,NOUN,A1,beacco,1281.7863,488.8313,1281.7863,417.0837,465.6414,365.3669,86.424,67.3593,488.8313,1190.1822,529.5188,539.1818,475.3651,79.0191,38.656,548.206,A1,word_pos,soir,N,soir,NOM,soir,NOUN,14880,12038.0
regarder,VERB,A1,beacco,1276.6328,882.2405,1276.6328,1436.1211,599.6003,791.6963,368.8272,134.7185,882.2405,1552.7659,1483.3729,672.7715,889.6016,302.9061,212.6079,975.6555,A1,word_pos,regarder,V,regarder,VER,regarder,VERB,13547,10874.0
parler,VERB,A1,beacco,1265.5718,1114.8368,1265.5718,1496.4716,1017.4708,1189.5589,637.2564,147.42,1114.8368,1609.479,1649.0656,1083.1963,1429.2669,488.1311,208.1843,1230.1596,A1,word_pos,parler,V,parler,VER,parler,VERB,11689,9250.0
passer,VERB,A1,beacco,1258.8,1303.4327,1258.8,1486.8466,1321.4943,1486.3507,945.1983,664.404,1303.4327,1327.78,1408.2142,1410.5742,1706.529,986.3104,723.0384,1363.3642,A1,word_pos,passer,V,passer,VER,passer,VERB,11759,9312.0
te,PRON,A1,beacco,1236.7578,668.6806,1236.7578,1321.3305,388.8199,226.1703,71.9835,19.2455,668.6806,2080.7934,1889.8136,752.5413,387.0,142.0956,38.656,1076.0671,A1,word_pos,te,PRO,te,PRO,te,PRON,15690,12714.0
oui,NOUN,A1,crf_first_attested,1171.2345,416.9981,1171.2345,658.5486,153.0552,314.0491,59.0925,0.0,416.9981,,,,,,,,,crf_only,oui,N,,,oui,NOUN,11400,
premier,ADJ,A1,crf_first_attested,1159.3565,1217.3269,1159.3565,936.833,1262.9763,1077.1619,1485.2481,1797.793,1217.3269,,,,,,,,,crf_only,premier,A,,,premier,ADJ,12570,
appeler,VERB,A1,beacco,1151.381,666.4479,1151.381,956.4243,509.1567,442.3977,269.6452,250.7879,666.4479,1325.1912,934.758,596.0939,625.8317,284.2782,262.5712,727.7608,A1,word_pos,appeler,V,appeler,VER,appeler,VERB,823,681.0
ville,NOUN,A1,beacco,1148.9652,757.1612,1148.9652,772.4816,906.3802,461.9918,432.6747,203.1582,757.1612,1037.3709,838.8882,751.3419,432.8134,472.3763,111.7223,693.5832,A1,word_pos,ville,N,ville,NOM,ville,NOUN,16856,13559.0
habiter,VERB,A1,beacco,1129.1252,335.3446,1129.1252,471.1229,83.3998,289.8681,84.3519,0.0,335.3446,1186.8047,366.2522,112.1697,326.0786,73.6669,0.0,325.3053,A1,word_pos,habiter,V,habiter,VER,habiter,VERB,7756,6061.0
chose,NOUN,A1,beacco,1124.6997,927.8163,1124.6997,1165.4295,715.2728,1270.544,584.6525,297.9074,927.8163,1167.6441,1209.5455,752.2825,1346.2026,686.4939,342.909,984.7281,A1,word_pos,chose,N,chose,NOM,chose,NOUN,2962,2340.0
toi,PRON,A1,beacco,1124.3011,409.5165,1124.3011,644.2703,284.2218,92.393,12.8336,0.0,409.5165,1464.435,908.4103,355.455,120.1219,20.6538,0.0,532.6518,A1,word_pos,toi,PRO,toi,PRO,toi,PRON,15884,12875.0
quelque,PRON,A1,beacco,1098.6743,1290.8454,,,,,,,,1098.6743,1489.8467,1415.708,1470.5215,955.2808,413.6945,1290.8454,A1,beacco_only,,,quelque,PRO,quelque,PRON,,10559.0
tout,ADV,A1,beacco,1095.7479,750.0521,1095.7479,835.3199,766.854,652.992,429.3972,396.1267,750.0521,2014.7215,2099.1628,1812.6032,2249.174,1374.1656,829.8748,1881.5368,A1,word_pos,tout,ADV,tout,ADV,tout,ADV,15989,12968.0
un peu,ADV,A1,crf_first_attested,1073.4972,604.4126,1073.4972,634.532,676.5675,364.1876,323.0193,39.7676,604.4126,,,,,,,,,crf_only,un peu,ADV,,,un peu,ADV,16534,
notre,DET,A1,beacco,1061.3945,1103.1728,1061.3945,994.4453,944.9538,1097.2796,1471.7727,1360.7337,1103.1728,956.0185,1072.232,921.9921,1139.9878,1519.2008,1800.4512,1113.3579,A1,word_pos,notre,DET,notre,DET:POS,notre,DET,10998,8731.0
enfant,NOUN,A1,beacco,1043.1947,1038.0973,1043.1947,1361.5065,830.9888,713.5416,939.784,1238.6703,1038.0973,1023.1717,1526.0502,829.1244,793.1839,846.8723,1364.5592,1071.2554,A1,word_pos,enfant,N,enfant,NOM,enfant,NOUN,6117,4650.0
fille,NOUN,A1,beacco,1022.8965,620.3668,1022.8965,981.2363,459.1865,303.6163,287.8057,288.9878,620.3668,1107.554,996.2807,465.7009,373.3015,259.3299,302.5236,625.7005,A1,word_pos,fille,N,fille,NOM,fille,NOUN,6830,5256.0
